year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,delay_rate,cancel_rate,divert_rate,date,delay_category
2025,4,DL,Delta Air Lines Network,BDL,"Hartford, CT: Bradley International",301,69,28.25,2.04,18.43,0.0,20.28,0,0,4455.0,1875.0,176.0,714.0,0.0,1690.0,0.2292358803986711,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",251,45,24.84,3.96,8.62,0.0,7.58,4,0,3328.0,1588.0,715.0,484.0,0.0,541.0,0.17928286852589642,0.01593625498007968,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,BIL,"Billings, MT: Billings Logan International",60,13,5.37,0.33,1.35,0.0,5.94,0,0,771.0,296.0,32.0,81.0,0.0,362.0,0.21666666666666667,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",32,4,2.04,0.0,0.34,0.0,1.63,0,0,211.0,96.0,0.0,20.0,0.0,95.0,0.125,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",689,136,50.4,4.84,47.21,0.0,33.55,4,5,7793.0,3146.0,559.0,2112.0,0.0,1976.0,0.19738751814223512,0.005805515239477504,0.00725689404934688,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,BOI,"Boise, ID: Boise Air Terminal",238,39,16.18,0.22,7.11,0.0,15.48,0,0,2157.0,828.0,19.0,344.0,0.0,966.0,0.1638655462184874,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,BOS,"Boston, MA: Logan International",2158,421,145.16,7.86,127.63,0.94,139.41,9,1,26977.0,10899.0,1436.0,4522.0,29.0,10091.0,0.19508804448563485,0.004170528266913809,0.0004633920296570899,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",59,7,4.02,0.75,0.07,0.0,2.16,0,0,477.0,208.0,15.0,8.0,0.0,246.0,0.11864406779661017,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,BTV,"Burlington, VT: Burlington International",32,6,2.26,0.55,3.19,0.0,0.0,0,0,374.0,187.0,47.0,140.0,0.0,0.0,0.1875,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,BUF,"Buffalo, NY: Buffalo Niagara International",146,19,12.43,0.46,2.98,0.61,2.52,1,0,1746.0,1330.0,18.0,157.0,100.0,141.0,0.13013698630136986,0.00684931506849315,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,BUR,"Burbank, CA: Bob Hope",90,23,9.56,0.91,8.01,0.0,4.53,0,1,1610.0,871.0,266.0,213.0,0.0,260.0,0.25555555555555554,0.0,0.011111111111111112,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",424,86,48.6,1.52,16.74,0.92,18.22,4,0,5165.0,3057.0,140.0,891.0,71.0,1006.0,0.2028301886792453,0.009433962264150943,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",150,27,14.72,0.0,4.61,0.0,7.67,1,1,1306.0,676.0,0.0,186.0,0.0,444.0,0.18,0.006666666666666667,0.006666666666666667,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,CAE,"Columbia, SC: Columbia Metropolitan",123,29,14.31,0.92,4.08,0.0,9.7,0,0,2367.0,934.0,165.0,208.0,0.0,1060.0,0.23577235772357724,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,CHA,"Chattanooga, TN: Lovell Field",40,7,2.73,0.61,1.59,0.0,2.07,0,0,449.0,98.0,86.0,158.0,0.0,107.0,0.175,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,CHS,"Charleston, SC: Charleston AFB/International",324,55,26.5,1.58,15.23,0.0,11.69,2,0,3666.0,1688.0,189.0,836.0,0.0,953.0,0.1697530864197531,0.006172839506172839,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",30,8,2.84,1.27,2.57,0.0,1.32,0,0,840.0,169.0,136.0,135.0,0.0,400.0,0.26666666666666666,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",263,61,36.89,0.91,8.37,0.0,14.83,1,0,4166.0,2822.0,114.0,433.0,0.0,797.0,0.23193916349809887,0.0038022813688212928,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",567,100,49.11,1.18,19.24,0.0,30.47,0,0,5813.0,3396.0,154.0,772.0,0.0,1491.0,0.1763668430335097,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,CMH,"Columbus, OH: John Glenn Columbus International",269,61,29.2,0.79,16.46,0.0,14.55,1,0,3584.0,1477.0,89.0,834.0,0.0,1184.0,0.22676579925650558,0.0037174721189591076,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",42,12,5.27,0.0,5.73,0.0,1.0,0,0,748.0,371.0,0.0,250.0,0.0,127.0,0.2857142857142857,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",577,113,44.17,2.41,27.36,1.0,38.05,3,0,6455.0,2383.0,375.0,1023.0,35.0,2639.0,0.19584055459272098,0.005199306759098787,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,DAB,"Daytona Beach, FL: Daytona Beach International",146,30,13.45,2.18,3.68,0.0,10.69,0,0,1732.0,600.0,145.0,265.0,0.0,722.0,0.2054794520547945,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,DAL,"Dallas, TX: Dallas Love Field",136,22,7.31,0.2,13.55,0.0,0.94,1,1,1305.0,296.0,14.0,964.0,0.0,31.0,0.16176470588235295,0.007352941176470588,0.007352941176470588,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,DAY,"Dayton, OH: James M Cox/Dayton International",114,14,4.76,1.27,1.73,0.0,6.23,0,0,993.0,315.0,70.0,176.0,0.0,432.0,0.12280701754385964,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",774,192,72.05,3.61,84.33,0.0,32.0,6,0,10266.0,4588.0,182.0,3407.0,0.0,2089.0,0.24806201550387597,0.007751937984496124,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",898,295,90.87,5.56,156.67,0.0,41.9,0,7,18132.0,6566.0,1080.0,7658.0,0.0,2828.0,0.3285077951002227,0.0,0.0077951002227171495,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",995,310,105.18,7.4,150.34,0.0,47.07,2,10,21604.0,8074.0,600.0,9500.0,0.0,3430.0,0.31155778894472363,0.0020100502512562816,0.010050251256281407,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,DSM,"Des Moines, IA: Des Moines International",88,13,7.44,0.68,3.9,0.0,0.98,0,0,1337.0,928.0,80.0,211.0,0.0,118.0,0.14772727272727273,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",4914,735,234.51,13.16,175.0,0.29,312.04,13,8,50842.0,21445.0,2485.0,6145.0,42.0,20725.0,0.14957264957264957,0.0026455026455026454,0.001628001628001628,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,ECP,"Panama City, FL: Northwest Florida Beaches International",200,29,16.3,1.02,3.53,0.0,8.15,1,3,1453.0,611.0,71.0,179.0,0.0,592.0,0.145,0.005,0.015,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,ELP,"El Paso, TX: El Paso International",60,11,3.71,0.79,4.15,0.0,2.35,0,0,737.0,241.0,159.0,249.0,0.0,88.0,0.18333333333333332,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",510,227,59.88,4.14,149.99,0.0,12.99,2,6,19308.0,6638.0,388.0,11385.0,0.0,897.0,0.44509803921568625,0.00392156862745098,0.011764705882352941,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,EYW,"Key West, FL: Key West International",124,25,11.23,1.0,8.44,0.0,4.33,0,0,998.0,438.0,28.0,264.0,0.0,268.0,0.20161290322580644,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,FAI,"Fairbanks, AK: Fairbanks International",30,3,1.0,0.0,2.0,0.0,0.0,0,0,115.0,77.0,0.0,38.0,0.0,0.0,0.1,0.0,0.0,2025-04-01,moderate
2025,4,DL,Delta Air Lines Network,FAR,"Fargo, ND: Hector International",60,8,6.3,0.0,1.0,0.0,0.7,0,0,562.0,448.0,0.0,51.0,0.0,63.0,0.13333333333333333,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,FAT,"Fresno, CA: Fresno Yosemite International",30,6,3.3,0.53,2.17,0.0,0.0,0,0,316.0,239.0,23.0,54.0,0.0,0.0,0.2,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,FCA,"Kalispell, MT: Glacier Park International",60,7,4.65,0.0,1.35,0.0,1.0,0,0,253.0,204.0,0.0,34.0,0.0,15.0,0.11666666666666667,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1145,286,110.31,6.45,118.67,0.0,50.57,12,4,17076.0,6573.0,921.0,6021.0,0.0,3561.0,0.2497816593886463,0.010480349344978166,0.0034934497816593887,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,FSD,"Sioux Falls, SD: Joe Foss Field",60,20,14.07,0.13,3.85,0.0,1.94,1,0,1447.0,782.0,12.0,286.0,0.0,367.0,0.3333333333333333,0.016666666666666666,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,GEG,"Spokane, WA: Spokane International",207,39,23.17,0.0,7.15,0.0,8.67,0,0,1754.0,1128.0,0.0,244.0,0.0,382.0,0.18840579710144928,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,GNV,"Gainesville, FL: Gainesville Regional",120,14,4.21,1.53,4.43,0.0,3.83,0,0,780.0,243.0,71.0,232.0,0.0,234.0,0.11666666666666667,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",111,15,6.62,0.15,2.04,0.0,6.19,0,0,854.0,294.0,3.0,162.0,0.0,395.0,0.13513513513513514,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,GRB,"Green Bay, WI: Green Bay Austin Straubel International",39,10,4.08,1.65,2.76,0.0,1.52,0,0,651.0,184.0,228.0,147.0,0.0,92.0,0.2564102564102564,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,GRR,"Grand Rapids, MI: Gerald R. Ford International",190,32,11.42,1.76,10.27,0.0,8.54,2,0,2127.0,771.0,420.0,401.0,0.0,535.0,0.16842105263157894,0.010526315789473684,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,GSO,"Greensboro/High Point, NC: Piedmont Triad International",197,32,11.55,1.97,8.39,0.0,10.09,0,0,2620.0,1143.0,240.0,574.0,0.0,663.0,0.16243654822335024,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,GSP,"Greer, SC: Greenville-Spartanburg International",223,37,18.29,4.61,4.88,0.0,9.21,0,0,2204.0,629.0,387.0,424.0,0.0,764.0,0.16591928251121077,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,HNL,"Honolulu, HI: Daniel K Inouye International",343,53,28.08,0.0,15.83,0.0,9.09,0,1,4101.0,2944.0,0.0,499.0,0.0,658.0,0.15451895043731778,0.0,0.0029154518950437317,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,HOU,"Houston, TX: William P Hobby",127,17,5.88,0.63,5.83,0.0,4.65,0,2,1206.0,337.0,54.0,463.0,0.0,352.0,0.13385826771653545,0.0,0.015748031496062992,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,HPN,"White Plains, NY: Westchester County",60,6,2.43,0.0,0.73,0.0,2.84,0,0,555.0,166.0,0.0,53.0,0.0,336.0,0.1,0.0,0.0,2025-04-01,moderate
2025,4,DL,Delta Air Lines Network,HRL,"Harlingen/San Benito, TX: Valley International",26,5,1.3,0.0,2.78,0.0,0.92,0,0,188.0,36.0,0.0,83.0,0.0,69.0,0.19230769230769232,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",210,37,15.4,2.0,3.58,0.0,16.03,0,1,2360.0,692.0,259.0,278.0,0.0,1131.0,0.1761904761904762,0.0,0.004761904761904762,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,IAD,"Washington, DC: Washington Dulles International",254,66,35.53,2.61,13.7,0.0,14.16,0,0,3754.0,2049.0,100.0,648.0,0.0,957.0,0.25984251968503935,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",671,164,74.38,6.24,52.62,0.0,30.76,2,1,11255.0,6302.0,1105.0,1960.0,0.0,1888.0,0.2444113263785395,0.0029806259314456036,0.0014903129657228018,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",86,14,5.12,1.11,4.82,0.0,2.96,0,0,587.0,250.0,87.0,169.0,0.0,81.0,0.16279069767441862,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,IDA,"Idaho Falls, ID: Idaho Falls Regional",30,10,4.44,0.0,0.57,0.0,4.99,0,0,506.0,195.0,0.0,19.0,0.0,292.0,0.3333333333333333,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,ILM,"Wilmington, NC: Wilmington International",61,8,2.36,1.75,1.72,0.0,2.16,0,0,1417.0,678.0,212.0,306.0,0.0,221.0,0.13114754098360656,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,IND,"Indianapolis, IN: Indianapolis International",348,56,26.58,2.82,11.5,0.0,15.1,1,0,3684.0,1447.0,492.0,692.0,0.0,1053.0,0.16091954022988506,0.0028735632183908046,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,JAC,"Jackson, WY: Jackson Hole",90,9,6.5,0.0,0.52,0.0,1.98,0,2,469.0,332.0,0.0,13.0,0.0,124.0,0.1,0.0,0.022222222222222223,2025-04-01,moderate
2025,4,DL,Delta Air Lines Network,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",141,27,16.02,1.0,3.3,0.0,6.68,0,1,2472.0,933.0,55.0,901.0,0.0,583.0,0.19148936170212766,0.0,0.0070921985815602835,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,JAX,"Jacksonville, FL: Jacksonville International",433,97,54.38,4.48,19.56,0.0,18.57,7,0,5745.0,2739.0,642.0,1094.0,0.0,1270.0,0.22401847575057737,0.016166281755196306,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2474,410,155.15,9.09,131.37,0.34,114.05,10,6,30971.0,17755.0,1081.0,4652.0,40.0,7443.0,0.16572352465642684,0.004042037186742118,0.002425222312045271,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",60,7,2.11,0.0,0.98,0.0,3.91,0,0,343.0,142.0,0.0,66.0,0.0,135.0,0.11666666666666667,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1401,314,103.74,6.78,150.18,0.89,52.41,5,1,18620.0,8279.0,950.0,5706.0,90.0,3595.0,0.22412562455389007,0.0035688793718772305,0.0007137758743754461,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2968,446,170.17,11.73,131.11,0.54,132.44,6,4,27794.0,14633.0,781.0,4420.0,37.0,7923.0,0.15026954177897575,0.0020215633423180594,0.0013477088948787063,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,LEX,"Lexington, KY: Blue Grass",162,21,7.79,1.51,4.52,0.0,7.18,0,0,1152.0,238.0,143.0,334.0,0.0,437.0,0.12962962962962962,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,LGA,"New York, NY: LaGuardia",2342,449,135.04,15.62,145.83,0.0,152.52,16,1,28857.0,11159.0,1220.0,6462.0,0.0,10016.0,0.19171648163962426,0.006831767719897523,0.0004269854824935952,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,LGB,"Long Beach, CA: Long Beach Airport",30,2,1.45,0.0,0.09,0.0,0.45,0,0,85.0,58.0,0.0,3.0,0.0,24.0,0.06666666666666667,0.0,0.0,2025-04-01,moderate
2025,4,DL,Delta Air Lines Network,LIH,"Lihue, HI: Lihue Airport",60,3,1.69,0.0,0.16,0.0,1.14,0,0,604.0,504.0,0.0,29.0,0.0,71.0,0.05,0.0,0.0,2025-04-01,good
2025,4,DL,Delta Air Lines Network,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",175,35,10.8,5.45,11.34,0.0,7.42,2,2,2042.0,547.0,564.0,479.0,0.0,452.0,0.2,0.011428571428571429,0.011428571428571429,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,MCI,"Kansas City, MO: Kansas City International",664,128,51.87,4.17,34.42,0.0,37.54,4,1,8663.0,3928.0,572.0,1391.0,0.0,2772.0,0.1927710843373494,0.006024096385542169,0.0015060240963855422,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1864,391,154.05,3.54,153.83,0.0,79.58,12,3,20157.0,9312.0,324.0,5336.0,0.0,5185.0,0.20976394849785407,0.006437768240343348,0.001609442060085837,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,MDT,"Harrisburg, PA: Harrisburg International",86,12,7.21,1.07,0.18,0.0,3.54,0,0,699.0,193.0,172.0,14.0,0.0,320.0,0.13953488372093023,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,MDW,"Chicago, IL: Chicago Midway International",127,18,8.06,1.17,4.12,0.0,4.65,0,2,1092.0,425.0,94.0,290.0,0.0,283.0,0.14173228346456693,0.0,0.015748031496062992,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,MEM,"Memphis, TN: Memphis International",423,80,30.9,4.17,26.84,0.0,18.09,3,3,5215.0,1765.0,515.0,1429.0,0.0,1506.0,0.18912529550827423,0.0070921985815602835,0.0070921985815602835,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",981,193,71.67,3.1,78.7,0.0,39.53,8,4,13153.0,4754.0,129.0,4516.0,0.0,3754.0,0.1967380224260958,0.00815494393476045,0.004077471967380225,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,MKE,"Milwaukee, WI: General Mitchell International",349,54,26.44,2.36,10.92,0.0,14.28,2,0,2853.0,1649.0,175.0,382.0,0.0,647.0,0.15472779369627507,0.0057306590257879654,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,MLB,"Melbourne, FL: Melbourne Orlando International",116,23,10.83,1.57,2.16,0.0,8.45,0,0,1051.0,394.0,109.0,155.0,0.0,393.0,0.19827586206896552,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,MSN,"Madison, WI: Dane County Regional-Truax Field",150,22,10.42,0.08,5.12,0.0,6.38,0,0,1030.0,412.0,12.0,285.0,0.0,321.0,0.14666666666666667,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,MSO,"Missoula, MT: Missoula Montana",61,5,2.22,0.0,0.47,0.0,2.31,0,0,317.0,201.0,0.0,9.0,0.0,107.0,0.08196721311475409,0.0,0.0,2025-04-01,moderate
2025,4,DL,Delta Air Lines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5433,919,275.82,17.73,311.82,0.0,313.62,5,10,71589.0,34983.0,2775.0,10999.0,0.0,22832.0,0.169151481685993,0.0009203018590097553,0.0018406037180195105,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",672,127,54.66,3.49,41.91,0.0,26.94,4,0,10090.0,4881.0,659.0,2244.0,0.0,2306.0,0.18898809523809523,0.005952380952380952,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,MYR,"Myrtle Beach, SC: Myrtle Beach International",188,36,19.57,1.27,3.37,0.0,11.79,0,0,2424.0,1073.0,287.0,136.0,0.0,928.0,0.19148936170212766,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,OAK,"Oakland, CA: Metro Oakland International",30,6,3.37,0.0,0.1,0.0,2.53,0,0,224.0,131.0,0.0,4.0,0.0,89.0,0.2,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,OGG,"Kahului, HI: Kahului Airport",103,7,3.9,0.0,1.0,0.0,2.1,0,0,444.0,280.0,0.0,119.0,0.0,45.0,0.06796116504854369,0.0,0.0,2025-04-01,moderate
2025,4,DL,Delta Air Lines Network,OKC,"Oklahoma City, OK: Will Rogers World",144,26,12.82,0.73,6.69,0.0,5.76,2,1,1672.0,746.0,22.0,291.0,0.0,613.0,0.18055555555555555,0.013888888888888888,0.006944444444444444,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,OMA,"Omaha, NE: Eppley Airfield",147,29,8.82,0.16,8.02,0.0,12.0,0,1,1816.0,485.0,23.0,443.0,0.0,865.0,0.19727891156462585,0.0,0.006802721088435374,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,ONT,"Ontario, CA: Ontario International",137,22,7.27,0.0,7.71,0.0,7.03,0,0,1252.0,629.0,0.0,366.0,0.0,257.0,0.16058394160583941,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",894,226,100.55,5.69,79.78,1.0,38.98,8,4,15937.0,7704.0,954.0,4808.0,32.0,2439.0,0.25279642058165547,0.008948545861297539,0.0044742729306487695,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,ORF,"Norfolk, VA: Norfolk International",208,44,26.36,1.68,8.83,0.0,7.13,4,0,3199.0,2012.0,315.0,488.0,0.0,384.0,0.21153846153846154,0.019230769230769232,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",670,145,50.96,2.78,50.96,0.0,40.31,4,0,8361.0,3448.0,261.0,2334.0,0.0,2318.0,0.21641791044776118,0.005970149253731343,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,PDX,"Portland, OR: Portland International",555,62,33.33,1.0,7.58,0.0,20.09,0,0,3467.0,1995.0,76.0,340.0,0.0,1056.0,0.11171171171171171,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,PHL,"Philadelphia, PA: Philadelphia International",488,96,39.66,2.35,32.56,1.0,20.43,2,0,6707.0,3855.0,233.0,1265.0,41.0,1313.0,0.19672131147540983,0.004098360655737705,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",932,180,68.89,3.74,76.52,0.0,30.85,3,0,8420.0,4372.0,303.0,2351.0,0.0,1394.0,0.19313304721030042,0.003218884120171674,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,PIT,"Pittsburgh, PA: Pittsburgh International",278,52,31.33,1.84,8.0,0.0,10.83,4,0,3116.0,1803.0,141.0,474.0,0.0,698.0,0.18705035971223022,0.014388489208633094,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,PNS,"Pensacola, FL: Pensacola International",245,47,25.19,2.72,8.99,0.94,9.15,2,0,3079.0,1572.0,179.0,451.0,64.0,813.0,0.19183673469387755,0.00816326530612245,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",30,2,1.56,0.0,0.44,0.0,0.0,0,0,74.0,67.0,0.0,7.0,0.0,0.0,0.06666666666666667,0.0,0.0,2025-04-01,moderate
2025,4,DL,Delta Air Lines Network,PSP,"Palm Springs, CA: Palm Springs International",111,8,4.81,1.0,2.19,0.0,0.0,0,0,1127.0,744.0,315.0,68.0,0.0,0.0,0.07207207207207207,0.0,0.0,2025-04-01,moderate
2025,4,DL,Delta Air Lines Network,PVD,"Providence, RI: Rhode Island Tf Green International",105,24,9.61,1.47,6.91,0.0,6.0,1,0,1279.0,584.0,71.0,285.0,0.0,339.0,0.22857142857142856,0.009523809523809525,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,PWM,"Portland, ME: Portland International Jetport",51,5,2.96,0.42,0.73,0.0,0.89,0,0,933.0,795.0,31.0,51.0,0.0,56.0,0.09803921568627451,0.0,0.0,2025-04-01,moderate
2025,4,DL,Delta Air Lines Network,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",926,160,59.27,6.51,33.06,0.0,61.16,4,0,12965.0,4337.0,808.0,1247.0,0.0,6573.0,0.17278617710583152,0.004319654427645789,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,RIC,"Richmond, VA: Richmond International",222,48,26.43,1.3,9.11,0.0,11.17,2,0,2889.0,1251.0,151.0,537.0,0.0,950.0,0.21621621621621623,0.009009009009009009,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,RNO,"Reno, NV: Reno/Tahoe International",90,16,9.03,0.95,1.73,0.0,4.29,0,0,809.0,527.0,35.0,61.0,0.0,186.0,0.17777777777777778,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",30,6,1.15,0.81,0.91,0.0,3.13,0,0,537.0,53.0,101.0,99.0,0.0,284.0,0.2,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",91,22,7.23,1.74,4.77,0.0,8.26,0,0,1291.0,432.0,133.0,155.0,0.0,571.0,0.24175824175824176,0.0,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,RSW,"Fort Myers, FL: Southwest Florida International",728,154,75.12,5.82,47.01,0.0,26.05,4,1,9704.0,4362.0,1546.0,2090.0,0.0,1706.0,0.21153846153846154,0.005494505494505495,0.0013736263736263737,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",784,157,55.08,5.51,71.03,0.0,25.38,2,0,7272.0,3172.0,609.0,1987.0,0.0,1504.0,0.2002551020408163,0.002551020408163265,0.0,2025-04-01,poor
2025,4,DL,Delta Air Lines Network,SAT,"San Antonio, TX: San Antonio International",560,132,48.8,2.65,50.71,0.0,29.84,3,0,8016.0,4056.0,264.0,1932.0,0.0,1764.0,0.2357142857142857,0.005357142857142857,0.0,2025-04-01,poor
